ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Max Nameplate Output Current (A),Input Voltage (V),Maximum Output Power (kW),Number of Outputs,Maximum Output Cord Length (ft.),Output Cord Gauge (AWG),"Screen Area, if EVSE has high res display (in2)",Maximum (100%) Measured Luminance of the High Res Display (candelas per m2),Automatic Brightness Control (ABC) Capable?,Connected Capable,DR Protocol,Connects Using,Protocols Used to Support Smart Charging,Network Security Standards,Is Broadband Internet Connection Needed for Demand Response?,Auxiliary Product Features,Product Features,Network Capability,Network Connection Types Available,No Vehicle Mode Input Power (watts),No Vehicle Mode Total Allowance (watts),No Vehicle Mode Power Factor,Partial On Mode Input Power (watts),Partial On Mode Total Allowance (watts),Partial On Mode Power Factor,Idle Mode Input Power (watts),Idle Mode Total Allowance (watts),Idle Mode Power Factor,Full Current Operation Mode Test: Total Loss (watts),30 A Operation Mode Test: Total Loss (watts),15 A Operation Mode Test: Total Loss (watts),4 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: No Vehicle Mode Input Power (watts),Dual Input No Vehicle Mode Total Allowance (watts),Dual Input Level 2: No Vehicle Mode Power Factor,Dual Input Level 2: Partial On Mode Input Power (watts),Dual Input Partial On Mode Total Allowance (watts),Dual Input Level 2:  Partial On Mode Power Factor,Dual Input Level 2:  Idle Mode Input Power (watts),Dual Input Idle Mode Total Allowance (watts),Dual Input Level 2:  Idle Mode Power Factor,Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts),Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts),Date Available on Market,Date Certified,Markets,CB Model Identifier
2525499,"Integra LED, LLC DBA Integra Energy",INTEGRA ENERGY,IE-IC3-32A-H,IE-IC3-32A-H,",IE-IC3-32A-N,; ,IE-SC3-32A-H,; ,IE-SC3-32A-N,",,Level 2,32,240,7.68,1,25,10,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.48,3.6,0.25,3.53,3.6,0.25,6.03,16.4,0.3,82.49,73.92,22.25,6.95,,,,,,,,,,,,,,06/23/2023,06/23/2023,"United States, Canada",ES_1149278_IE-IC3-32A-H_061920232008899_1984409
3423367,"INVT Electric Vehicle Drive Technology (Shenzhen) Co., Ltd.",INVT,EVC16-AW12KGF1W,US,"EVC16-AW7KGF1W,US,; EVC16-AW9KGF1W,US,",,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.82,5,0.15,2.89,5,0.16,8.55,24.2,0.35,72.82,45.31,17.09,8.34,,,,,,,,,,,,,,03/26/2024,03/26/2024,"United States, Canada",ES_1150418_US_03212024125939_6018945
3423279,IoTecha Corp.,IoTecha,Electric Vehicle Charging Station,CCS-C80-LTE,"Electric Vehicle Charging Station,CCS-C80A,; Electric Vehicle Charging Station,CCS-C80A-25,; Electric Vehicle Charging Station,CCS-C80A-25LTE,; Electric Vehicle Charging Station,CCS-C80C,; Electric Vehicle Charging Station,CCS-C80C-DS,",,Level 2,80,1,0.08,1,25,6,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",5.98,8.5,0,6.35,8.5,0,9.23,40.5,0,39,,,,,,,,,,,,,,,,,01/22/2024,01/22/2024,United States,ES_95903_CCS-C80-LTE_20240131140931_1934203
3531253,It's Electric Inc.,It's Electric,Brooklyn-718,Brooklyn-718,,,Level 2,32,240,7.68,1,17,10,,,No,No,,,,,No,Radio Frequency Identification (RFID),None,Yes,Wi-Fi or Gigabit Ethernet,6.33,6.5,0.39,6.27,6.5,0.4,9.25,19.3,0.51,83.31,74.89,21.63,1.41,,,,,,,,,,,,,,06/04/2024,06/04/2024,United States,ES_1150765_Brooklyn-718_05292024135639_6204492
2372398,JuiceBar division of Oasis Charger Corp,Oasis Juice Bar,Juice Bar Gen 3,JB3.0-402,",,Retail Number: JB3.0-402-ES, JB3.0-402c-ES",,Level 2,40,240,9.6,2,18,10,,,No,,,,,,,,,Yes,Cellular,3.45,3.6,0.32,3.45,3.6,0.32,6.3,19.6,0.32,146.79,88.96,34,10.98,,,,,,,,,,,,,,01/06/2021,01/06/2021,"United States, Canada",ES_JB3.0-402_01062021142305_1010101
2382920,JuiceBar division of Oasis Charger Corp,Oasis JuiceBar,JuiceBar Gen 3- 48Amp,JB3.0-482,,,Level 2,48,240,11.52,2,18,10,,,No,,Open Charge Point Protocol (OCPP),Cellular,,,No,,,Yes,Cellular,2.69,3.6,0.26,2.9,3.6,0.27,4.25,22.8,0.32,164.66,62.68,19.66,6.91,,,,,,,,,,,,,,08/04/2021,08/04/2021,"United States, Canada",ES_1145966_JB3.0-482_08052021120103_1010101
2390144,JuiceBar division of Oasis Charger Corp,Juice Bar,JB 3.0-321,JB 3.0-321,,,Level 2,32,240,7.68,1,20,12,,,No,Yes,Open Charge Point Protocol (OCPP),LTE,SAE J1772,None,Yes,,None,Yes,Cellular,3.03,4.6,0.26,3.16,4.6,0.27,3.39,17.4,0.27,6.65,8.06,8.95,9.16,,,,,,,,,,,,,,01/05/2022,01/05/2022,"United States, Canada",ES_1145966_JB 3.0-321_11292021124310_7679101
2390155,JuiceBar division of Oasis Charger Corp,Juice Bar,JB 3.0-401,JB 3.0-401,,,Level 2,40,240,9.6,1,20,12,,,No,Yes,Open Charge Point Protocol (OCPP),LTE,SAE J1772,None,Yes,,None,Yes,Cellular,3.03,4.6,0.26,3.16,4.6,0.27,3.39,20.6,0.27,5.69,8.06,8.95,9.16,,,,,,,,,,,,,,01/05/2022,01/05/2022,"United States, Canada",ES_1145966_JB 3.0-401_11302021131528_1434442
2390159,JuiceBar division of Oasis Charger Corp,Juice Bar,JB 3.0-481,JB 3.0-481,,,Level 2,48,240,11.52,1,20,12,,,No,Yes,Open Charge Point Protocol (OCPP),LTE,SAE J1772,None,Yes,,None,Yes,Cellular,3.03,4.6,0.26,3.16,4.6,0.27,3.39,23.8,0.27,3.42,8.06,8.95,9.16,,,,,,,,,,,,,,01/05/2022,01/05/2022,"United States, Canada",ES_1145966_JB 3.0-481_11302021134203_1988489
2390160,JuiceBar division of Oasis Charger Corp,Juice Bar,JB 3.0-322,JB 3.0-322,,,Level 2,32,240,7.68,2,20,12,,,No,Yes,Open Charge Point Protocol (OCPP),LTE,SAE J1772,None,Yes,,None,Yes,Cellular,1.51,3.6,0.26,1.58,3.6,0.27,1.69,16.4,0.27,5.33,6.21,7.3,7.58,,,,,,,,,,,,,,01/05/2022,01/05/2022,"United States, Canada",ES_1145966_JB 3.0-322_12092021121847_4952661
2390161,JuiceBar division of Oasis Charger Corp,Juice Bar,JB 3.0-402,JB 3.0-402,,,Level 2,40,240,9.6,2,20,12,,,No,Yes,Open Charge Point Protocol (OCPP),LTE,SAE J1772,None,Yes,,None,Yes,Cellular,1.51,3.6,0.26,1.58,3.6,0.27,1.69,19.6,0.27,4.12,6.21,7.3,7.58,,,,,,,,,,,,,,01/05/2022,01/05/2022,"United States, Canada",ES_1145966_JB 3.0-402_12142021141111_7473718
2406411,JuiceBar division of Oasis Charger Corp,Juice Bar,JB 3.0-482,JB 3.0-482,,,Level 2,48,240,11.52,2,20,12,,,No,Yes,Open Charge Point Protocol (OCPP),LTE,SAE J1772,None,Yes,,None,Yes,Cellular,1.51,3.6,0.26,1.58,3.6,0.27,1.69,22.8,0.27,2.56,6.21,7.3,7.58,,,,,,,,,,,,,,12/30/2022,12/30/2022,"United States, Canada",ES_1145966_JB 3.0-482_12122022102605_6387140
3391665,KWEV LLC,KWEV,KW7AC/01C/XX/RF/WF,KW7AC/01C/XX/RF/WF,,,Level 2,32,240,7.68,1,18,10,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,2.33,6.5,0.27,2.42,6.5,0.28,3.03,19.3,0.29,35.7,22.61,15.13,13.26,,,,,,,,,,,,,,02/05/2024,02/05/2024,"United States, Canada",ES_1150109_KW7AC/01C/XX/RF/WF_02012024104035_9824792
3391668,KWEV LLC,KWEV,KW11DAC/01C/XX/RF/WF/4G,KW11DAC/01C/XX/RF/WF/4G,,,Level 2,48,240,11.52,2,25,8,7.93,83.5,No,,,,,,,Radio Frequency Identification (RFID),,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",7.12,7.92,0.42,7.16,7.92,0.41,7.59,27.12,0.41,41.2,30.18,16.97,14.73,,,,,,,,,,,,,,02/05/2024,02/05/2024,"United States, Canada",ES_1150109_KW11DAC/01C/XX/RF/WF/4G_02012024122751_9615442
2507692,"LEDVANCE, LLC",LEDVANCE,EVC48ALVL2C1,78134,"EVC48ALVL2C1GY,78141,; EVC48ALVL2C1WH,78140,",4613578134,Level 2,48,240,11.52,1,25,8,7.93,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular",4.34,4.41,0.31,4.17,4.41,0.3,6.28,23.61,0.28,9.9,8,5.2,4.8,,,,,,,,,,,,,,05/31/2023,05/31/2023,"United States, Canada",ES_1018393_78134_05252023112115_2995069
3425437,"LEDVANCE, LLC",LEDVANCE,EVC48ALVL2R,78146,,046135781469,Level 2,48,240,11.52,1,18,8,,,No,No,,,,,,None,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",2.04,6.5,0.17,2.1,6.5,0.17,2.24,25.7,0.18,80,25,9,2,,,,,,,,,,,,,,03/28/2024,03/28/2024,"United States, Canada",ES_1018393_78146_03282024154548_4245656
2508322,Lenz Technology LLC,(LENZ),EVSE-W1-40-A,EVSE-W1-40-A,",JK-EVSE003,; ,JK-EVSE003-002,; ,JK-EVSE003-003,; ,JK-EVSE003-004,; ,JK-EVSE003-005,",5065010000000,Level 2,40,240,9.6,1,22,8,,,No,,,,,,,,,No,None,1.62,2.6,0.14,1.65,2.6,0.15,5.26,18.6,0.33,106,57,20,6,,,,,,,,,,,,,,06/14/2023,06/14/2023,"United States, Canada",ES_1149260_EVSE-W1-40-A_06082023164134_8892480
2403443,"Leviton Mfg Co., Inc.",Leviton,EV32W,EV32W,,,Level 2,32,240,7.68,1,18,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.27,3.6,0.22,3.36,3.6,0.22,4.16,16.4,0.27,68,66,35,10,,,,,,,,,,,,,,10/24/2022,10/24/2022,"United States, Canada",ES_1042248_EV32W_10212022112550_8373834
2403444,"Leviton Mfg Co., Inc.",Leviton,EV48W,EV48W,,,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.17,3.6,0.22,3.48,3.6,0.23,4.15,22.8,0.26,106,36,22,6,,,,,,,,,,,,,,10/24/2022,10/24/2022,"United States, Canada",ES_1042248_EV48W_10212022110658_6723749
2403445,"Leviton Mfg Co., Inc.",Leviton,EV320,EV320,,,Level 2,32,240,7.68,1,18,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.8,3.6,0.29,2.85,3.6,0.28,3.54,16.4,0.31,68,66,35,10,,,,,,,,,,,,,,10/24/2022,10/24/2022,"United States, Canada",ES_1042248_EV320_10212022113346_6728326
2403446,"Leviton Mfg Co., Inc.",Leviton,EV480,EV480,,,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.78,3.6,0.28,2.85,3.6,0.28,3.49,22.8,0.32,106,36,22,6,,,,,,,,,,,,,,10/24/2022,10/24/2022,"United States, Canada",ES_1042248_EV480_10212022113802_4637109
2448296,"Leviton Mfg Co., Inc.",Leviton,EV80W,EV80W,,,Level 2,80,240,19.2,1,18,6,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.78,3.6,0.27,3.06,3.6,0.28,7.11,35.6,0.31,56.6,19.92,15.59,7.8,,,,,,,,,,,,,,03/24/2023,03/24/2023,"United States, Canada",ES_1042248_EV80W_02232023094034_3393518
2452841,"Leviton Mfg Co., Inc.",Leviton,EV800,EV800,,,Level 2,80,240,19.2,1,18,6,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.62,3.6,0.27,3.01,3.6,0.28,6.68,35.6,0.31,53.8,14.7,18,10.2,,,,,,,,,,,,,,03/29/2023,03/29/2023,"United States, Canada",ES_1042248_EV800_02222023175558_8126336
2452917,"Leviton Mfg Co., Inc.",Leviton,EV48S,EV48S,",EV48S-F,",,Level 2,48,240,11.52,1,18,7,7.93,71.3,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.26,5.43,0.3,4.57,5.43,0.31,5.32,24.63,0.33,22.52,16.37,14.57,12.22,,,,,,,,,,,,,,03/31/2023,03/31/2023,"United States, Canada",ES_1042248_EV48S_03162023152237_525628
2452918,"Leviton Mfg Co., Inc.",Leviton,EV80S,EV80S,",EV80S-F,",,Level 2,80,240,19.2,1,18,6,7.93,73.4,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.24,5.43,0.3,4.47,5.43,0.31,8.5,37.43,0.37,48.22,25.73,24.2,23.5,,,,,,,,,,,,,,03/31/2023,03/31/2023,"United States, Canada",ES_1042248_EV80S_03162023152651_2131463
3477774,"Leviton Mfg Co., Inc.",Leviton,EV40P,EV40P,,,Level 2,40,240,9.6,1,25,9,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,2.59,6.5,0.32,2.64,6.5,0.32,2.84,22.5,0.29,9.12,10.45,11.62,11.72,,,,,,,,,,,,,,05/09/2024,05/09/2024,"United States, Canada",ES_1042248_EV40P_04112024213714_5887719
3477776,"Leviton Mfg Co., Inc.",Leviton,EV48G,EV48G,,,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Cellular,2.71,7.5,0.28,2.93,7.5,0.29,3.55,26.7,0.32,6.35,9.02,10.33,10.78,,,,,,,,,,,,,,05/09/2024,05/09/2024,"United States, Canada",ES_1042248_EV48G_04302024094640_7972223
3477777,"Leviton Mfg Co., Inc.",Leviton,EV80G,EV80G,,,Level 2,80,240,19.2,1,25,6,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Cellular,2.63,7.5,0.28,2.68,7.5,0.28,6.64,39.5,0.32,4.68,18.82,20,20.36,,,,,,,,,,,,,,05/09/2024,05/09/2024,"United States, Canada",ES_1042248_EV80G_04302024132552_3976556
2930651,"LG Electronics, Inc.",LG Electronics Inc,EVW011SK-**,EVW011SK-**,",,EVW011SK-**, where * may be any alphanumeric",,Level 2,48,240,11.52,1,23,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,7.08,8.5,0.29,7.1,8.5,0.29,7.75,27.7,0.32,130.71,55.66,19.92,6.8,,,,,,,,,,,,,,11/29/2023,11/29/2023,"United States, Canada",ES_1118034_EVW011SK-**_121920231653181_3633994
2398305,Light Efficient Design,breezEV,EVC-L2-48A-L1-X-4G-D,EVC-L2-48A-L1-X-4G-D,,,Level 2,48,240,11.52,1,18,7,7.93,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.78,4.43,0.28,3.84,4.43,0.29,5.23,23.63,0.33,78.9,33.7,10.5,4,,,,,,,,,,,,,,04/19/2022,04/19/2022,"United States, Canada",ES_1116899_EVC-L2-48A-L1-1-4G-D_06302022180442_1006280
2407846,Light Efficient Design,breezEV,EVC-L2-S48-18,EVC-L2-S48-18,,,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,No,None,1.36,2.6,0.23,1.45,2.6,0.24,4.18,21.8,0.32,95,64.7,5.1,4.4,,,,,,,,,,,,,,02/03/2023,02/03/2023,"United States, Canada",ES_1116899_EVC-L2-S48-18_01092023202352_7529107
2679764,Light Efficient Design,breezEV,EVC-L2-P80-XX-YYY-ZZZZZ,EVC-L2-P80-XX-YYY-ZZZZZ,,,Level 2,80,240,19.2,1,25,6,7.93,98.3,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Cellular,3.47,8.34,0.3,3.52,8.34,0.3,6.3,40.34,0.33,50.6,43.6,36.2,26.4,,,,,,,,,,,,,,10/10/2023,10/10/2023,"United States, Canada",ES_1116899_EVC-L2-P80-XX-YYY-ZZZZZ_09262023184711_1813012
2318915,"LiquidSky Technologies, Inc.","LiquidSky Technologies, Inc.",QuadZilla,QuadZilla,,,Level 2,80,240,19.2,4,25,6,,,No,,,,,,,,,No,None,1.64,2.6,0.43,1.74,2.6,0.44,7.86,34.6,0.87,11.24,42.2,15.49,7.74,,,,,,,,,,,,,,04/26/2018,04/26/2018,"United States, Canada",ES_1141759_QuadZilla_04262018200813_3293858
2318916,"LiquidSky Technologies, Inc.","LiquidSky Technologies, Inc.",WattZilla Series Uno,WattZilla Series Uno,",WallWattz 10680,; ,WaltZilla 10380,",,Level 2,80,240,19.2,1,25,6,,,No,,,,,,,,,No,None,1.62,2.6,0.33,1.75,2.6,0.33,8.86,34.6,0.82,258.37,42.14,16.53,8.69,,,,,,,,,,,,,,04/26/2018,04/26/2018,"United States, Canada",ES_1141759_WattZilla Series Uno_04262018201248_3568605
2318917,"LiquidSky Technologies, Inc.","LiquidSky Technologies, Inc.",WattZilla Duo,WattZilla Duo,,,Level 2,80,240,19.2,2,25,6,,,No,,,,,,,,,No,None,1.82,2.6,0.36,1.96,2.6,0.37,8.5,34.6,0.87,261.93,42.35,16.28,8.39,,,,,,,,,,,,,,04/26/2018,04/26/2018,"United States, Canada",ES_1141759_WattZilla Duo_04262018201729_3849843
2349092,Lite-On Technology Corporation,Lite-On Technology Corp,IC3-32A-H,IC3-32A-H,",IC3-30A-H,; ,IC3-30A-N,; ,IC3-32A-N,; ,SC3-30A-H,; ,SC3-30A-N,; ,SC3-32A-H,; ,SC3-32A-N,",,Level 2,32,240,7.68,1,25,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.48,3.6,0.25,3.53,3.6,0.25,6.03,16.4,0.3,82.49,73.92,22.25,6.96,,,,,,,,,,,,,,11/18/2020,11/18/2020,"United States, Canada",ES_1019645_IC3-32A-H_10292019181744_3064965
2381611,Lite-On Technology Corporation,Lite-On,EX-1193-1,EX-1193-1,",EX-1193-2,; ,EX-1193-3,; ,EX-1193-5,",,Level 2,80,240,19.2,1,24,6,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.53,3.6,0.26,3.52,3.6,0.27,7.98,35.6,0.36,200.02,33.07,13.1,7.12,,,,,,,,,,,,,,06/14/2021,06/14/2021,"United States, Canada",ES_1019645_EX-1193-1A13_061520210939596_5615964
2392624,Lite-On Technology Corporation,Lite-On Technology Corp,W1-UC166-0TH1ER,W1-UC166-0TH1ER,,,Level 2,48,240,11.52,1,16,8,12,33.6,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,4.57,8.7,0.25,4.6,8.7,0.25,11,23.9,0.4,126.1,54.9,22,11.87,,,,,,,,,,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_1019645_W1-UC166-0TH1ER_020220221111943_7434553
2395298,Lite-On Technology Corporation,LITE-ON Technology Corporation,BC3-40A-H,BC3-40A-H,",BC3-40A-N,",,Level 2,40,240,9.6,1,25,10,,,No,No,,,,,,,,No,None,1.68,2.6,0.18,1.8,2.6,0.19,4.57,18.6,0.32,132.23,75.92,21.52,5.5,,,,,,,,,,,,,,05/03/2022,05/03/2022,"United States, Canada",ES_1019645_BC3-40A-H _042720221842570_3273993
2395391,Lite-On Technology Corporation,LITE-ON Technology Corporation,W1-UC16A-00H1ER,W1-UC16A-00H1ER,",W1-UC166-00H1ER,; ,W1-UC168-00H1ER,; ,W1-UC168-00J1E0,",,Level 2,48,240,11.52,1,29,8,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.29,3.6,0.19,3.56,3.6,0.21,7.66,22.8,0.34,149.81,61.99,21.07,8.6,,,,,,,,,,,,,,05/03/2022,05/03/2022,"United States, Canada",ES_1019645_W1-UC16A-00H1ER_042520222223446_1399374
2395398,Lite-On Technology Corporation,LITE-ON Technology Corporation,IC3-40A-H,IC3-40A-H,",IC3-40A-N,; ,SC3-40A-H,; ,SC3-40A-N,",,Level 2,40,240,9.6,1,25,10,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.43,3.6,0.26,3.55,3.6,0.27,6.1,19.6,0.34,133.45,76.65,22.54,6.72,,,,,,,,,,,,,,05/03/2022,05/03/2022,"United States, Canada",ES_1019645_IC3-40A-H _042720221919447_9868584
2406244,Lite-On Technology Corporation,LITE-ON Technology Corporation,EX-1193-1-48,EX-1193-1-48,",EX-1193-3-48,; ,EX-1193-5-48,",,Level 2,48,240,11.52,1,24,8,,,No,No,,,,,,,,No,None,3.44,3.6,0.26,3.42,3.6,0.26,8.04,22.8,0.35,118.99,50.27,17.43,7.56,,,,,,,,,,,,,,12/22/2022,12/22/2022,"United States, Canada",ES_1019645_EX-1193-1-48_122020222052920_9268919
2407947,Lite-On Technology Corporation,Lite-On,EX-1193-M,EX-1193-M,",EX-1193-8,; ,EX-1193-E,; ,EX-1193-T,",,Level 2,80,240,19.2,1,24,8,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.48,3.6,0.28,3.53,3.6,0.28,5.88,35.6,0.38,246.43,37.81,13.69,6.35,,,,,,,,,,,,,,02/07/2023,02/07/2023,"United States, Canada",ES_1019645_EX-1193-M_020220230020120_3968573
2422853,Lite-On Technology Corporation,LITE-ON Technology Corporation,W1-UC168-00B1F0,W1-UC168-00B1F0,,,Level 2,48,240,11.52,1,24,10,,,No,No,,,,,,,,No,None,2.18,2.6,0.14,2.14,2.6,0.13,7.23,21.8,0.35,126.25,53.69,18.17,7.49,,,,,,,,,,,,,,03/15/2023,03/15/2023,"United States, Canada",ES_1019645_W1-UC168-00B1F0_030920231956748_9065041
2422854,Lite-On Technology Corporation,LITE-ON Technology Corporation,W1-UC168-0MK1ER,W1-UC168-0MK1ER,"W1-UC168-0MF1F0,W1-UC168-0MF1F0,; W1-UC168-0MF1FR,W1-UC168-0MF1FR,",,Level 2,48,240,11.52,1,24,10,,,No,No,,,,,,,,No,None,3.5,3.6,0.21,3.6,3.6,0.21,8.1,22.8,0.37,135.7,60.5,22.8,11.47,,,,,,,,,,,,,,03/16/2023,03/16/2023,"United States, Canada",ES_1019645_W1-UC168-0MK1ER_030920232014428_5425833
2668238,Lite-On Technology Corporation,Lite-On,W1-UC168-0ML1EP,W1-UC168-0ML1EP,"W1-UC168-0MJ1EP,W1-UC168-0MJ1EP,",,Level 2,48,240,11.52,1,25,8,0,,No,No,,,,,,,,No,None,6.86,11,0.34,8.19,11,0.37,13.33,30.2,0.48,122.97,61.37,24.09,13.76,,,,,,,,,,,,,,09/26/2023,09/26/2023,"United States, Canada",ES_1019645_W1-UC168-0ML1EP_092220230211492_5017418
2668592,Lite-On Technology Corporation,Lite-On Technology Corp,Charging Station,EX-1193-H,,,Level 2,80,240,19.2,1,23,6,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",0.1,12.5,6.78,0.11,12.5,6.81,0.13,44.5,15.4,-273.8,,,,,,,,,,,,,,,,,09/06/2023,09/06/2023,"United States, Canada",ES_1019645_EX-1193-H_09202023173544_1010101
2670603,Lite-On Technology Corporation,Lite-On,EX-1193-MFD-80,EX-1193-MFD-80,,,Level 2,80,240,19.2,1,25,6,10.48,236,No,No,,,,,,,,No,None,5.96,8.65,0.36,6.15,8.65,0.37,7.45,40.65,0.41,232.71,39.38,15.02,7.6,,,,,,,,,,,,,,10/04/2023,10/04/2023,"United States, Canada",ES_1019645 _EX-1193-MFD-80_092820230641489_1937899
3436194,Lite-On Technology Corporation,Lite-On,EX-1193-MFD-48,EX-1193-MFD-48,,,Level 2,48,240,11.52,1,25,8,,561.88,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,5.95,8.65,0.36,5.9,8.65,0.36,7.6,23.85,0.41,120.76,51.54,18.51,7.87,,,,,,,,,,,,,,04/11/2024,04/11/2024,"United States, Canada",ES_1019645_EX-1193-MFD-48_030820240213648_5215916
2494966,"Longhorn Intelligent Tech Co., Ltd",Longhorn,ECA-NC4802S-**##,ECA-NC4802S-**##,",ECA-NC3202S-**##.,; ,ECA-NC4002S-**##,",,Level 2,48,240,11.52,1,25,8,7.93,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular",4.34,4.41,0.31,4.17,4.41,0.3,6.28,23.61,0.28,9.9,8,5.2,4.8,,,,,,,,,,,,,,05/19/2023,05/19/2023,"United States, Canada",ES_1149087_ECA-NC4802S-**##_05062023104925_4194146
2394903,"Xiamen Joint Tech. Co., Ltd",Joint,JNT-EVC10/48AC/01C/XX/RF/4G,JNT-EVC10/48AC/01C/XX/RF/4G,,,Level 2,48,240,11.52,1,18,7,7.93,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.78,4.43,0.28,3.84,4.43,0.29,5.23,23.63,0.33,78.9,33.7,10.5,4,,,,,,,,,,,,,,04/19/2022,04/19/2022,"United States, Canada",ES_1147352_JNT-EVC10/48AC/01C/SR/RF/4G_04132022192107_812951
2400380,"Xiamen Joint Tech. Co., Ltd",Joint,JNT-EVC15/48AC/01C/XX/RF/WF,JNT-EVC15/48AC/01C/XX/RF/WF,",JNT-EVC27/48AC/01C/XX/RF/WF,",,Level 2,48,240,11.52,1,18,7,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,1.91,3.6,0.12,2.04,3.6,0.14,2.25,22.8,0.14,85,32,9,6,,,,,,,,,,,,,,08/22/2022,08/22/2022,"United States, Canada",ES_1147352_JNT-EVC15/48AC/01C/XX/RF/WF_08092022160626_163995
2404726,"Xiamen Joint Tech. Co., Ltd",Joint,JNT-EVC10/80AC/01C/XX/RF/WF,JNT-EVC10/80AC/01C/XX/RF/WF,,,Level 2,80,240,19.2,1,18,6,7.94,153,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.62,4.46,0.27,3.73,4.46,0.26,6.08,36.46,0.34,174,31,12,6,,,,,,,,,,,,,,11/18/2022,11/18/2022,"United States, Canada",ES_1147352_JNT-EVC10/80AC/01C/XX/RF/WF_11172022092624_4715234
2406814,"Xiamen Topstar Co., Ltd.",Topstar,TSE240V/32AUS-H01R001,TSE240V/32AUS-H01R001,",TSE240V/32AUS-C01R001,; ,TSE240V/32AUS-C01R002,; ,TSE240V/32AUS-H01R002,; ,TSE240V/40AUS-C01R001,; ,TSE240V/40AUS-C01R002,; ,TSE240V/40AUS-H01R001,; ,TSE240V/40AUS-H01R002,; ,TSE240V/48AUS-C01R001,; ,TSE240V/48AUS-C01R002,; ,TSE240V/48AUS-H01R001,; ,TSE240V/48AUS-H01R002,",,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.56,3.6,0.07,3.5,3.6,0.76,13.65,22.8,0.38,157.7,24.2,20.1,4,,,,,,,,,,,,,,02/22/2023,02/22/2023,"United States, Canada",ES_1148621_TSE240V/32AUS-H01R001_01102023103938_9342004
2400006,Xinyi Electronic Storage (Shenzhen) Co. Ltd,XES,EFAC40NA11,EFAC40NA11,",EFAC40NA12,",,Level 2,40,240,9.6,1,20,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.04,3.6,0.36,2.24,3.6,0.36,3.53,0.42,19.6,79,60,30,17,,,,,,,,,,,,,,08/08/2022,08/08/2022,"United States, Canada",ES_1147746_EFAC40NA11_08082022103455_9315759
