ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Application,Display Type,Backlight Technology Type,Diagonal Viewable Screen Size (in.),Screen Area (sq. in.),Native Horizontal Resolution (pixels),Native Vertical Resolution (pixels),Resolution Format,High Contrast Ratio (HCR) Display,Physical Data Ports Available,Ethernet Supported,Low Power Wireless Technologies Supported,Features,Automatic Brightness Control,Is Automatic Brightness Control Enabled by Default in the Default SDR Preset Picture Setting When Television is Shipped?,Average On Mode Power Consumption for Certification (watts),Maximum Average On Mode Power for Certification (watts),Reported On Mode Power (per the Federal Test Procedure) (watts),Reported Annual Energy Consumption (kWh),Measured Standby Mode Power (Watts),Power Consumption in Standby Mode when Not Connected to a Network (watts),Power Consumption in Standby Mode when Connected to a Network (watts),"Reported Standby-Active, Low Mode Power (watts)",Date Available On Market,Date Certified,Markets,CB Model Identifier
3354726,"Samsung Electronics Co., Ltd.",Samsung,QN65QN95DAF,QN65QN95DAF,,,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1779.11,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,125.73,149.16,125.73,275,,0.3,0.6,,01/03/2024,01/02/2024,United States,ES_1023593_QN65QN95DAF_010220240426303_3010006
3462884,"Samsung Electronics Co., Ltd.",Samsung,QN65S85DAE,QN65S85DAE,"QN65S85DDE,QN65S85DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.11,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,,,112.3,207,,,,,05/13/2024,04/25/2024,United States,ES_1023593_QN65S85DAE_042520242316911_4876062
3354311,"Samsung Electronics Co., Ltd.",Samsung,QN65S90DAF,QN65S90DAF,"QN65S90DDF,QN65S90DDF,Same as basic model except model designation; QN65S92DAF,QN65S92DAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.11,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,134.53,157.6,134.53,251.1,,0.4,0.8,,12/29/2023,12/17/2023,United States,ES_1023593_QN65S90DAF_121720230605698_3315653
2406404,"Samsung Electronics Co., Ltd.",Samsung,QN65S95CAF,QN65S95CAF,"QN65S95CDF,QN65S95CDF,Same as basic model except model designation",,Television (TV),Consumer,Other,OLED,64.5,1779.11,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Other,Control Via Smart Speaker,Control Via Remote Control App,Full Network Connectivity (Smart TV),User Adjustable Backlight,Automatic Brightness Control",Yes,No,140.43,149.16,114.98,220.3,,0.3,0.4,0.3,12/31/2022,12/29/2022,United States,ES_1023593_QN65S95CAF_122920220453104_5221750
3354429,"Samsung Electronics Co., Ltd.",Samsung,QN65S95DAF,QN65S95DAF,"QN65S95DDF,QN65S95DDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.11,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,127.39,142.98,127.39,276.9,,0.4,0.7,,01/02/2024,12/26/2023,United States,ES_1023593_QN65S95DAF_122620230443476_4584361
2406518,"Samsung Electronics Co., Ltd.",Samsung,QN75QN85CAF,QN75QN85CAF,"QN75QN85CDF,QN75QN85CDF,Same as basic model except model designation; QN75QN88CAF,QN75QN88CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2381.36,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,125.26,186.33,89,172.8,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN75QN85CAF_010620230522676_5604731
2406512,"Samsung Electronics Co., Ltd.",Samsung,QN75QN90CAF,QN75QN90CAF,"QN75QN90CDF,QN75QN90CDF,Same as basic model except model designation; QN75QN92CAF,QN75QN92CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2381.36,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,138.97,187.11,95,183.8,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN75QN90CAF_010620230452209_9554040
3354306,"Samsung Electronics Co., Ltd.",Samsung,QN75QN90DAF,QN75QN90DAF,"QN75QN90DDF,QN75QN90DDF,Same as basic model except model designation; QN75QN92DAF,QN75QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.6,2381.36,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,141.39,187.11,141.39,307.88,,0.4,0.5,,12/29/2023,12/07/2023,United States,ES_1023593_QN75QN90DAF_121720230657249_7773559
2406514,"Samsung Electronics Co., Ltd.",Samsung,QN75QN95CAF,QN75QN95CAF,"QN75QN95CDF,QN75QN95CDF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2381.36,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,154.24,187.11,107,205.7,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN75QN95CAF_010620230453335_6589912
2407894,Silo Digital Corporation,Silo,SL5520VF,SL5520VF,,186156000665,Television (TV),Consumer,LCD,Direct-lit LED,54.64,1275.74,2160,3840,Other,No,Universal Serial Bus (USB),None,Other,None,No,N/A,81.8,117.43,81.8,152.06,,0.4,0.4,0.4,01/31/2023,02/06/2023,United States,ES_1124875_SL5520VF_02012023135152_9532892
2407895,Silo Digital Corporation,Silo,SL6521VF,SL6521VF,,186156000269,Television (TV),Consumer,LCD,Direct-lit LED,64.53,1825.74,2160,3840,Other,No,Universal Serial Bus (USB),None,Other,None,No,N/A,100.96,151.43,100.96,186.13,,0.27,0.27,0.27,01/31/2023,02/06/2023,United States,ES_1124875_SL6521VF_02022023113910_5751001
2401829,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,43BFL2214/27,43BFL2214/27,"43HFL5214U/27,43HFL5214U/27,",871886300252;871886300344,Television (TV),Consumer,LCD,Direct-lit LED,42.5,772.3,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,76.09,77.43,135,104.05,,0.4,0.73,0.73,12/20/2021,09/16/2022,United States,ES_1065104_43BFL2214/27_09162022102415I37_7349927
2405720,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,43HFL4518U/27,43HFL4518U/27,,871886300382,Television (TV),Consumer,LCD,Direct-lit LED,42.5,772.3,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI","Gigabit Ethernet (1000 Mbit/s),Gigabit Energy Efficient Ethernet (IEEE 802.3az)",None,"High Dynamic Range Upscaling,Full Network Connectivity (Smart TV)",No,N/A,60.1,60.55,60.1,93.21,,0.4,0.52,0.52,11/18/2022,11/22/2022,United States,ES_1065104_43HFL4518U/27_11222022102427I53_7349927
2405719,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,43HFL6214U/27,43HFL6214U/27,,871886300290,Television (TV),Consumer,LCD,Direct-lit LED,42.5,772.3,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,77.7,79.56,155,100.34,,0.42,0.65,0.65,12/20/2021,11/23/2022,United States,ES_1065104_43HFL6214U/27_11232022112427I05_7349927
2405713,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,50HFL4518U/27,50HFL4518U/27,,871886300399,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1047,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI","Gigabit Energy Efficient Ethernet (IEEE 802.3az),Gigabit Ethernet (1000 Mbit/s)",None,"High Dynamic Range Upscaling,Full Network Connectivity (Smart TV)",No,N/A,66.9,71.41,66.9,114.15,,0.35,0.47,0.47,11/15/2021,11/21/2022,United States,ES_1065104_50HFL4518U/27_11212022142452I59_7349927
3477598,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,50HFL5214U/27,50HFL5214U/27,"50BFL2214/27,50BFL2214/27,",871886300207;871886300269,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1047.2,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,81.5,85.31,81.5,123.83,,0.42,0.83,0.83,12/20/2021,09/19/2022,United States,ES_1065104_50HFL5214U/27_05062024104827_9821352
3477600,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,50HFL6214U/27,50HFL6214U/27,,871886300306,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1047,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,89.65,90.81,89.65,131.86,,0.45,0.83,0.83,12/20/2021,09/19/2022,United States,ES_1065104_50HFL6214U/27_05062024121755_9540133
2405721,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,55HFL4518U/27,55HFL4518U/27,,871886300405,Television (TV),Consumer,LCD,Direct-lit LED,54.6,1275.7,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI","Gigabit Ethernet (1000 Mbit/s),Gigabit Energy Efficient Ethernet (IEEE 802.3az)",None,"High Dynamic Range Upscaling,Full Network Connectivity (Smart TV)",No,N/A,93.2,94.11,93.2,150.27,,0.4,0.51,0.51,11/18/2022,11/23/2022,United States,ES_1065104_55HFL4518U/27_1123202292455I14_7349927
2401931,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,55HFL5214U/27,55HFL5214U/27,"55BFL2214/27,55BFL2214/27,",871886300214;871886300276,Television (TV),Consumer,LCD,Direct-lit LED,54.5,1275.7,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,83.23,93.08,90.8,129.76,,0.4,0.79,0.79,12/20/2021,09/19/2022,United States,ES_1065104_55HFL5214U/27_09192022122420I33_7349927
3477601,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,58HFL6214U/27,58HFL6214U/27,,871886300313,Television (TV),Consumer,LCD,Direct-lit LED,57.5,1420.2,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,104.25,108.79,104.25,150.2,,0.43,0.79,0.79,12/20/2021,09/19/2022,United States,ES_1065104_58HFL6214U/27_05062024135125_6889532
2404180,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,65HFL5214U/27,65HFL5214U/27,",65BFL2214/27,65BFL2214/27",871886300221;871886300283,Television (TV),Consumer,LCD,Direct-lit LED,64.5,1779.1,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,126.8,129.13,126.8,159.42,,0.43,0.83,0.83,12/21/2021,10/20/2022,United States,ES_1065104_65HFL5214U/27_1020202214246I20_7349927
3477603,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,65HFL6214U/27,65HFL6214U/27,,871886300320,Television (TV),Consumer,LCD,Direct-lit LED,64.5,1779.1,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,116.4,121.41,116.4,175.75,,0.43,0.79,0.79,12/20/2021,09/26/2022,United States,ES_1065104_65HFL6214U/27_05062024153906_1659605
3477602,"Top Victory Electronics (Taiwan) Co., Ltd.",PHILIPS,75HFL6214U/27,75HFL6214U/27,"75BFL2214/27,75BFL2214/27,",871886300245;871886300337,Television (TV),Consumer,LCD,Direct-lit LED,74.5,2372.7,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",Gigabit Ethernet (1000 Mbit/s),None,None,No,N/A,154.31,155.79,255,186.44,,0.42,0.76,0.76,12/20/2021,09/20/2022,United States,ES_1065104_75HFL6214U/27_05062024144922_5546769
2407358,Xitrix Computer Corporation,XITRIX,XPN-DSA3250,XPN-DSA3250,,,Television (TV),Consumer,LCD,Direct-lit LED,32,424.18,768,1366,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,34.4,42.8,34.4,64.37,,0.22,0.22,0.22,01/05/2023,01/26/2023,"United States, Canada",ES_1058575_XPN-DSA3250_01162023112847_6901971
2631698,Xitrix Computer Corporation,XITRIX,XPN-DSA5550,XPN-DSA5550,,,Television (TV),Consumer,LCD,Direct-lit LED,54.64,1275.26,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,83.92,109.79,83.92,155.23,,0.3,0.31,0,07/27/2023,07/31/2023,"United States, Canada",ES_1058575_XPN-DSA5550._07182023150827_7694208
2407357,Xitrix Computer Corporation,XITRIX,XPN-DSA5850,XPN-DSA5850,,,Television (TV),Consumer,LCD,Direct-lit LED,58,1420,2160,3840,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,100.9,174.89,100.9,186.15,,0.29,0.29,0.29,01/05/2023,01/26/2023,"United States, Canada",ES_1058575_XPN-DSA5850_01162023110645_9811822
2407456,Xitrix Computer Corporation,XITRIX,XPN-DSA6550,XPN-DSA6550,,,Television (TV),Consumer,LCD,Direct-lit LED,65,1825.74,2160,3840,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,102.78,214.2,102.78,189.72,,0.31,0.31,0.31,01/05/2023,01/20/2023,"United States, Canada",ES_1058575_XPN-DSA6550_01162023100212_5299493
2452883,Xitrix Computer Corporation,XITRIX,XPN-DSA8650,XPN-DSA8650,,,Television (TV),Consumer,LCD,Direct-lit LED,85.6,3137.35,3840,2160,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,166.52,234.75,166.52,306.05,,0.31,0.31,0,03/14/2023,03/30/2023,"United States, Canada",ES_1058575_XPN-DSA8650_03272023164619_7699701
3354727,"Samsung Electronics Co., Ltd.",Samsung,QN75QN95DAF,QN75QN95DAF,,,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.6,2381.36,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,148.2,187.11,148.2,320.7,,0.3,0.5,,01/03/2024,01/02/2024,United States,ES_1023593_QN75QN95DAF_010220240527325_2063655
3462885,"Samsung Electronics Co., Ltd.",Samsung,QN77S85DAE,QN77S85DAE,"QN77S85DDE,QN77S85DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.6,2511.67,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,,,154,283,,,,,05/13/2024,04/25/2024,United States,ES_1023593_QN77S85DAE_042520242322205_7948081
3354312,"Samsung Electronics Co., Ltd.",Samsung,QN77S90DAF,QN77S90DAF,"QN77S90DDF,QN77S90DDF,Same as basic model except model designation; QN77S92DAF,QN77S92DAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.7,2523.05,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,160.93,197.47,160.93,297.9,,0.3,0.6,,12/29/2023,12/17/2023,United States,ES_1023593_QN77S90DAF_121720230733133_9626565
2406520,"Samsung Electronics Co., Ltd.",Samsung,QN77S95CAF,QN77S95CAF,"QN77S95CDF,QN77S95CDF,Same as basic model except model designation",,Television (TV),Consumer,Other,OLED,77.5,2572.42,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Smart Speaker,Control Via Remote Control App,Full Network Connectivity (Smart TV),Automatic Brightness Control,User Adjustable Backlight",Yes,No,188.28,193.89,157,296.9,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN77S95CAF_010620230522462_4744116
3354313,"Samsung Electronics Co., Ltd.",Samsung,QN77S95DAF,QN77S95DAF,"QN77S95DDF,QN77S95DDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,76.7,2523.05,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,167.33,189.33,167.33,360.8,,0.4,0.7,,01/02/2024,12/15/2023,United States,ES_1023593_QN77S95DAF_121920230638900_3133223
2406513,"Samsung Electronics Co., Ltd.",Samsung,QN85QN85CAF,QN85QN85CAF,"QN85QN85CDF,QN85QN85CDF,Same as basic model except model designation; QN85QN88CAF,QN85QN88CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.5,3055.39,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,140.98,229.59,100,192.9,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN85QN85CAF_010620230453600_1310926
2406516,"Samsung Electronics Co., Ltd.",Samsung,QN85QN90CAF,QN85QN90CAF,"QN85QN90CDF,QN85QN90CDF,Same as basic model except model designation; QN85QN92CAF,QN85QN92CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.5,3055.39,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,183.64,229.59,118,225.8,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN85QN90CAF_010620230453845_4232681
3354307,"Samsung Electronics Co., Ltd.",Samsung,QN85QN90DAF,QN85QN90DAF,"QN85QN90DDF,QN85QN90DDF,Same as basic model except model designation; QN85QN92DAF,QN85QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.6,3055.4,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,181.05,229.59,181.05,390,,0.3,0.5,,12/29/2023,12/17/2023,United States,ES_1023593_QN85QN90DAF_121720230809791_6225934
2406519,"Samsung Electronics Co., Ltd.",Samsung,QN85QN95CAF,QN85QN95CAF,"QN85QN95CDF,QN85QN95CDF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.5,3055.39,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,206.61,229.59,119,227.6,,0.3,0.4,0.4,12/31/2022,01/05/2023,United States,ES_1023593_QN85QN95CAF_010620230522385_4554436
3354728,"Samsung Electronics Co., Ltd.",Samsung,QN85QN95DAF,QN85QN95DAF,,,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,84.6,3055.4,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,192.53,229.59,192.53,413.7,,0.3,0.5,,01/03/2024,01/02/2024,United States,ES_1023593_QN85QN95DAF_010220240555434_5297888
3387717,Sceptre Inc.,SCEPTRE,X322BV-SRDD,X322BV-SRDD,",E32,; ,X32*BV-SR***,; ,X32,; ,X322BV-SRD,",,Television (TV),Consumer,LCD,Direct-lit LED,31.51,424.14,768,1366,Standard Definition (SD),No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,31.07,41.19,41.19,59.76,,0.44,0,0,01/23/2024,01/17/2024,"United States, Canada",ES_1113356_X322BV-SRDD_01162024174647_4800531
2407896,Silo Digital Corporation,Silo,SL5020VF,SL5020VF,,186156000061,Television (TV),Consumer,LCD,Direct-lit LED,50,1047,2160,3840,Other,No,Universal Serial Bus (USB),None,Other,None,No,N/A,70.01,103.02,70.01,131.93,,0.22,0.6,0.6,01/31/2023,02/06/2023,United States,ES_1124875_SL5020VF_02022023151320_1720392
3354304,"Samsung Electronics Co., Ltd.",Samsung,QN50QN90DAF,QN50QN90DAF,"QN50QN90DDF,QN50QN90DDF,Same as basic model except model designation; QN50QN92DAF,QN50QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,49.5,1047.01,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,74.27,102.06,74.27,165.5,,0.3,0.4,,12/29/2023,12/17/2023,United States,ES_1023593_QN50QN90DAF_121720230835155_1844467
2406378,"Samsung Electronics Co., Ltd.",Samsung,QN55QN85CAF,QN55QN85CAF,"QN55QN85CDF,QN55QN85CDF,Same as basic model except model designation; QN55QN88CAF,QN55QN88CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,54.6,1275.67,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,93.35,117.43,93.35,132.7,,0.3,0.36,0.36,12/26/2022,12/28/2022,United States,ES_1023593_QN55QN85CAF_122820220722222_4551209
2406334,"Samsung Electronics Co., Ltd.",Samsung,QN55QN90CAF,QN55QN90CAF,"QN55QN90CDF,QN55QN90CDF,Same as basic model except model designation; QN55QN92CAF,QN55QN92CAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,54.6,1275.67,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,99.05,117.43,72,141.8,,0.3,0.34,0.34,12/26/2022,12/26/2022,United States,ES_1023593_QN55QN90CAF_12272022065258_3856315
2862420,"Samsung Electronics Co., Ltd.",Samsung,QN55QN90DAF,QN55QN90DAF,"QN55QN90DDF,QN55QN90DDF,Same as basic model except model designation; QN55QN92DAF,QN55QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,54.6,1275.67,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,102.15,117.43,102.15,223.9,,0.3,0.4,,12/29/2023,12/07/2023,United States,ES_1023593_QN55QN90DAF_121220230738992_2177801
3462883,"Samsung Electronics Co., Ltd.",Samsung,QN55S85DAE,QN55S85DAE,"QN55S85DDE,QN55S85DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1275.99,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,,,89.3,165,,,,,05/13/2024,04/21/2024,United States,ES_1023593_QN55S85DAE_042520242316691_9466034
